adset_id,event_date,day_range,y_label,mean,max,min,slope,r2_score
1690656602115133,2021-03-11 00:00:00,3,day_adset_impressions,56372.33333333334,83025,14174,28871.999999999985,0.6100799249743551
1693299199921165,2021-03-11 00:00:00,3,day_adset_impressions,258.6666666666667,519,20,249.5,0.9943758752336176
1693112669611036,2021-03-11 00:00:00,3,day_adset_impressions,274.6666666666667,575,13,111.49999999999993,0.15524335371513498
1690010088410147,2021-03-11 00:00:00,3,day_adset_impressions,84919.33333333331,129863,5307,62277.99999999997,0.8114142553247415
1692039218621501,2021-03-11 00:00:00,3,day_adset_impressions,3652.333333333334,10293,0,5146.499999999999,0.7981681202140871
1693124831976461,2021-03-11 00:00:00,3,day_adset_impressions,2878.333333333333,4714,1305,1048.9999999999998,0.3721425219340346
1692200171201623,2021-03-11 00:00:00,3,day_adset_impressions,8427.666666666666,15766,47,4711.499999999999,0.3546803598000047
1692638582364172,2021-03-11 00:00:00,3,day_adset_impressions,342817.33333333326,608625,148105,230259.99999999988,0.9332710563993772
1690473634449476,2021-03-11 00:00:00,3,day_adset_impressions,1172918.666666667,2721032,119208,1300911.9999999995,0.9022627610599201
1691775895232547,2021-03-11 00:00:00,3,day_adset_impressions,18963.0,51141,205,2668.9999999999977,0.009089753557103286
1692114769256461,2021-03-11 00:00:00,3,day_adset_impressions,180739.0,330970,509,165230.4999999999,0.975873847713027
1691870286643251,2021-03-11 00:00:00,3,day_adset_impressions,43561.0,107164,1212,52975.99999999998,0.8922824116747409
1691894423990283,2021-03-11 00:00:00,3,day_adset_impressions,3923.0,9319,34,1190.9999999999989,0.0609939511335803
1691869423603755,2021-03-11 00:00:00,3,day_adset_impressions,40552.66666666666,76781,73,22365.5,0.33693974674075833
1686769255313518,2021-03-11 00:00:00,3,day_adset_impressions,1912.333333333333,3825,863,92.99999999999977,0.0031423835076395124
1688210799843452,2021-03-11 00:00:00,3,day_adset_impressions,3628.666666666666,9406,660,-80.00000000000064,0.00025559528701457607
1692104529720327,2021-03-11 00:00:00,3,day_adset_impressions,117837.0,311327,17807,143474.99999999994,0.7328368148080611
1689505670063115,2021-03-11 00:00:00,3,day_adset_impressions,288.0,466,51,147.99999999999994,0.479646133969825
1692031535004675,2021-03-11 00:00:00,3,day_adset_impressions,22624.66666666667,32026,15431,-5804.499999999997,0.4646956002350424
1692200935120925,2021-03-11 00:00:00,3,day_adset_impressions,588.6666666666666,1426,140,-30.00000000000004,0.0017086055500570294
1693285272988691,2021-03-11 00:00:00,3,day_adset_impressions,1914.333333333333,2835,1446,-686.4999999999998,0.7412611876249442
1693188972872740,2021-03-11 00:00:00,3,day_adset_impressions,23107.33333333333,62876,355,-31260.499999999985,0.8181770549681414
1693101619481671,2021-03-11 00:00:00,3,day_adset_impressions,1148.3333333333333,1361,960,81.99999999999993,0.1654351160063321
1693107000005640,2021-03-11 00:00:00,3,day_adset_impressions,2802.666666666666,5512,145,-2683.499999999999,0.999722055410478
1693299194070075,2021-03-11 00:00:00,3,day_adset_impressions,121131.66666666669,164779,92392,36193.499999999985,0.8871235012547308
1685837127743523,2021-03-11 00:00:00,3,day_adset_impressions,59700.0,68367,46925,-8441.499999999996,0.5584704325442428
1693299189314605,2021-03-11 00:00:00,3,day_adset_impressions,148333.66666666663,253348,482,126432.99999999993,0.92072854316492
1690571341008920,2021-03-11 00:00:00,3,day_adset_impressions,43081.66666666666,96694,5948,-45372.99999999999,0.9099793870920504
1693111180910749,2021-03-11 00:00:00,3,day_adset_impressions,2618.333333333333,6240,245,-2997.4999999999986,0.8848946326114058
1692903459570717,2021-03-11 00:00:00,3,day_adset_impressions,11044.333333333336,30509,993,14438.999999999995,0.7334382020048611
1690010083233828,2021-03-11 00:00:00,3,day_adset_impressions,261833.0,521972,15181,253395.5,0.9978798215156618
1691366294222910,2021-03-11 00:00:00,3,day_adset_impressions,75162.33333333331,164842,742,82049.99999999999,0.9747155729087652
1690282927713309,2021-03-11 00:00:00,3,day_adset_impressions,69683.66666666669,149550,1497,74026.49999999999,0.9816720391384391
1691870282256424,2021-03-11 00:00:00,3,day_adset_impressions,49409.66666666666,51927,46517,-2704.999999999999,0.9857657457475834
