,day_nominal_cpi,day_adset_impressions
808,0.0,14
809,0.0,21
810,0.0,3
811,0.0,0
812,0.0,1
813,0.0,29
814,0.0,180
815,0.0,6
816,0.0,2
817,2.5166666507720947,1239
818,0.0,0
819,4.129000186920166,4729
820,0.0,0
821,0.0,0
822,0.0,0
823,0.0,0
824,0.0,58
825,0.0,0
826,0.0,43
827,0.0,25
828,0.0,59
829,0.0,0
830,0.0,17
831,0.0,163
832,0.0,47
833,0.0,101
834,0.0,38
835,0.0,1
836,3.0499999523162837,439
837,0.0,38
838,6.334762096405028,10602
839,27.795000076293945,10021
840,0.44999998807907104,128
841,0.0,15
842,0.0,164
843,1.3639999628067017,664
844,1.6228570938110352,897
845,1.6599999666213991,279
846,4.800000190734863,310
847,0.4550000131130218,89
848,7.782851219177246,99573
849,5.833000183105469,26603
850,9.158367156982422,179219
851,8.225774765014647,27425
852,9.0027437210083,74046
853,9.282320022583008,96694
854,8.554355621337889,69354
855,0.0,121
856,0.0,1104
857,0.0,6
858,0.0,1
859,0.0,0
860,0.0,0
861,0.0,0
862,0.0,0
863,0.0,0
864,0.0,0
865,0.0,0
866,0.0,5
867,0.0,21
868,0.0,14
869,0.0,11
870,0.0,2
871,2.0450000762939453,574
872,0.0,0
873,4.670000076293945,855
874,0.0,0
875,0.0,0
876,0.0,0
877,0.0,0
878,0.0,11
879,0.0,21
880,0.0,0
881,0.0,0
882,0.0,0
883,0.0,123
884,0.0,0
885,8.576000213623049,15721
886,0.0,286
887,0.0,215
888,0.0,0
889,0.0,11
890,9.40583324432373,8708
891,4.789999961853027,993
892,8.140399932861326,14130
893,8.65333366394043,8508
894,10.771666526794434,6858
895,3.5750000476837163,1631
896,0.0,961
897,1.0399999618530271,132
898,8.213333129882812,6344
899,1.309999942779541,93
900,0.0,38
901,0.0,1
902,4.678999900817871,8193
903,0.0,0
904,7.139230728149414,16556
905,0.0,0
906,0.0,0
907,0.0,0
908,0.0,0
909,0.0,141
910,0.0,171
911,3.1600000858306885,86
912,0.0,61
913,0.0,23
914,4.264999866485597,752
915,0.0,0
916,6.377272605895996,7678
917,0.0,407
918,7.6599998474121085,718
919,0.0,0
920,0.0,81
921,0.0,0
922,0.0,0
923,0.0,0
924,0.0,59
925,0.0,239
926,0.0,3
927,0.0,91
928,0.0,178
929,0.0,40
930,0.0,71
931,0.0,15
932,0.0,0
933,0.0,0
934,1.9075000286102293,399
935,0.0,0
936,0.0,0
937,0.0,0
938,0.0,0
939,8.317058563232424,38048
940,5.53249979019165,1361
941,7.3109846115112305,100091
942,5.21999979019165,2939
943,5.897500038146973,1785
944,8.439999580383299,960
945,7.15749979019165,2313
946,0.0,361
947,0.0,0
948,27.28000068664551,3135
949,1.246666669845581,260
950,0.0,91
951,0.0,0
952,0.0,7
953,0.0,49
954,0.0,270
955,0.0,67
956,0.0,14
957,0.0,11
958,0.0,52
959,0.0,60
960,0.0,18
961,0.0,5
962,10.722000122070312,6567
963,0.0,151
964,7.889999866485597,6261
965,4.5900001525878915,1064
966,0.0,2576
967,3.5699999332427983,418
968,2.6600000858306885,240
969,0.0,33
970,0.0,191
971,0.0,30
972,0.0,24
973,0.0,7
974,8.033441543579103,145885
975,10.448166847229004,68367
976,6.521999835968018,99575
977,8.689056396484375,164916
978,8.335866928100586,113315
979,8.563599586486816,63808
980,8.827083587646484,95244
981,9.214248657226562,19435
982,9.183518409729004,11902
983,7.313014507293701,14294
984,9.263660430908203,13125
985,8.228739738464355,12836
986,9.38894748687744,4254
987,8.160625457763674,4793
988,0.0,3
989,0.0,4
990,0.0,2
991,0.0,1
992,0.0,44
993,0.0,62
994,0.0,23
995,0.0,12
996,0.0,2
997,0.0,1
998,0.0,16
999,0.0,0
1000,4.477000236511231,661
1001,7.968888759613037,1945
1002,9.220000267028807,270
1003,6.4099998474121085,560
1004,11.039999961853027,163
1005,0.0,82
1006,2.3499999046325684,114
1007,0.0,17
1008,0.0,14
1009,0.0,16
1010,0.20999999344348907,20
1011,0.0,3
1012,0.0,13
1013,0.0,11
1014,0.0,11
1015,0.0,9
1016,0.0,0
1017,0.0,10
1018,0.0,9
1019,0.0,21
1020,0.0,4
1021,0.0,0
1022,0.0,1
1023,0.0,0
1024,0.0,2
1025,0.0,2
1026,0.0,23
1027,0.0,11
1028,0.0,50
1029,0.0,40
1030,0.0,3
1031,0.0,11
1032,0.0,8
1033,0.0,14
1034,0.0,5
1035,0.0,1
1036,0.0,0
1037,0.0,4
1038,0.0,2
1039,0.0,1
1040,0.0,19
1041,0.0,7
1042,0.0,23
1043,0.0,21
1044,0.0,1
1045,0.0,163
1046,0.0,438
1047,0.0,132
1048,0.0,193
1049,0.0,48
1050,1.7699999809265137,176
1051,0.0,108
1052,0.0,398
1053,0.0,111
1054,0.0,37
1055,0.0,0
1056,0.0,0
1057,0.0,0
1058,0.0,0
1059,0.0,0
1060,0.0,0
1061,0.0,0
1062,0.0,29
1063,0.0,143
1064,0.0,35
1065,0.0,18
1066,0.0,5
1067,0.0,70
1068,0.0,7
1069,6.639999866485597,462
1070,10.241071701049805,13240
1071,0.0,377
1072,0.0,69
1073,0.0,19
1074,0.0,26
1075,0.0,322
1076,0.0,42
1077,0.0,761
1078,0.0,51
1079,0.0,75
1080,0.0,9
1081,0.0,5
1082,0.0,6
1083,0.0,0
1084,0.0,0
1085,0.0,0
1086,0.0,0
1087,0.0,0
1088,0.0,0
1089,0.0,0
1090,0.0,1340
1091,18.351999282836914,6751
1092,5.3400001525878915,2427
1093,0.0,3822
1094,4.300000190734863,3454
1095,1.9800000190734863,1450
1096,0.0,1637
1097,0.0,0
1098,0.0,0
1099,0.0,0
1100,0.0,0
1101,0.0,0
1102,0.0,0
1103,0.0,0
1104,0.0,207
1105,9.730555534362793,12832
1106,0.0,219
1107,8.220000267028809,401
1108,8.329999923706055,302
1109,3.900000095367432,301
1110,4.800000190734863,315
1111,9.770000457763672,1730
1112,0.0,314
1113,23.209999084472656,2928
1114,6.258333206176758,15480
1115,1.190000057220459,213
1116,0.8100000023841858,129
1117,0.550000011920929,50
1118,0.0,159
1119,2.049999952316284,130
1120,1.6000000238418581,242
1121,0.0,97
1122,0.0,78
1123,0.0,24
1124,0.0,67
1125,0.0,0
1126,0.0,0
1127,0.0,0
1128,0.0,0
1129,0.0,0
1130,0.0,0
1131,0.0,0
1132,5.901111125946045,3732
1133,0.5199999809265137,156
1134,7.6500000953674325,888
1135,1.4900000095367432,226
1136,0.36000001430511475,62
1137,0.0,9
1138,0.0,187
1139,10.109999656677246,2525
1140,7.692307472229004,44164
1141,7.543333530426025,2209
1142,9.607500076293944,5672
1143,6.170000076293945,1518
1144,7.40500020980835,1088
1145,13.4399995803833,2035
1146,0.0,269
1147,0.0,417
1148,0.0,234
1149,3.0850000381469727,615
1150,7.9000000953674325,693
1151,0.8059999942779541,513
1152,0.0,237
1153,0.0,110
1154,8.84000015258789,412
1155,0.0,227
1156,0.0,104
1157,0.0,70
1158,0.0,233
1159,0.0,79
1160,0.0,50
1161,9.176666259765623,5049
1162,0.0,41
1163,0.0,10
1164,0.0,5
1165,0.0,1
1166,0.0,0
1167,0.0,41
1168,8.649999618530272,329
1169,0.0,1842
1170,1.830000042915344,410
1171,0.0,37
1172,0.0,25
1173,0.0,80
1174,0.0,75
1175,12.79137897491455,19693
1176,0.0,88
1177,0.0,344
1178,3.2000000476837163,135
1179,0.8700000047683716,53
1180,0.0,171
1181,0.0,433
1182,1.5950000286102295,141
1183,0.0,81
1184,0.0,154
1185,0.0,156
1186,0.0,45
1187,1.3700000047683716,75
1188,0.0,1
1189,14.546667098999025,3480
1190,0.0,1
1191,0.0,7
1192,0.0,1
1193,0.0,11
1194,0.0,1
1195,12.40999984741211,3205
1196,9.822142601013184,27961
1197,9.256667137145996,3110
1198,8.89307689666748,4771
1199,4.773333549499512,1541
1200,4.269999980926514,3313
1201,7.877500057220459,1653
1202,1.962000012397766,454
1203,7.006666660308838,905
1204,7.386666774749756,1191
1205,4.46999979019165,750
1206,16.729999542236328,518
1207,8.819999694824219,1087
1208,2.690000057220459,470
1209,0.0,24
1210,0.0,335
1211,0.0,68
1212,0.0,2
1213,0.0,2
1214,16.273332595825195,17228
1215,0.0,64
1216,4.860000133514403,11594
1217,1.4057142734527588,6172
1218,3.255000114440918,1212
1219,1.9099999666213991,646
1220,6.2249999046325675,8489
1221,0.0,10
1222,0.0,0
1223,11.609999656677244,41
1224,0.0,4
1225,0.0,9
1226,0.0,20
1227,0.0,20
1228,0.0,70
1229,0.0,128
1230,0.0,129
1231,0.0,2
1232,0.0,34
1233,0.0,1919
1234,0.0,166
1235,0.0,828
1236,2.638333320617676,4408
1237,0.0,83
1238,0.6700000166893005,462
1239,0.0,4
1240,0.0,105
1241,0.0,2
1242,0.0,35
1243,0.3700000047683716,2966
1244,0.0,107
1245,5.236666679382324,434
1246,6.789999961853027,1834
1247,0.0,267
1248,0.0,703
1249,0.0,483
1250,0.0,20
1251,0.0,162
1252,0.0,4
1253,0.0,22
1254,0.0,29
1255,0.0,26
1256,0.0,63
1257,0.0,1
1258,0.0,1
1259,0.0,409
1260,3.414999961853028,7848
1261,0.0,1937
1262,0.0,8137
1263,13.40999984741211,11113
1264,5.557499885559082,20801
1265,9.9399995803833,8457
1266,0.0,27
1267,0.0,50
1268,0.2983333468437195,3588
1269,0.0,60
1270,0.0,9
1271,0.0,289
1272,0.0,294
1273,0.0,502
1274,0.0,180
1275,0.0,7
1276,0.0,1
1277,0.0,153
1278,0.0,1716
1279,0.0,1956
1280,0.0,93
1281,0.0,12
1282,0.0,72
1283,0.0,77
1284,0.0,192
1285,0.0,90
1286,0.12999999523162842,537
1287,0.0,357
1288,0.0,59
1289,0.0,96
1290,0.0,161
1291,0.0,70
1292,0.0,84
1293,0.0,18
1294,0.0,6
1295,0.0,10
1296,0.0,82
1297,0.0,140
1298,0.0,227
1299,0.0,166
1300,0.0,5
1301,0.0,77
1302,4.900000095367432,1106
1303,0.0,106
1304,0.0,52
1305,0.0,32
1306,0.0,3
1307,0.0,43
1308,0.3700000047683716,885
1309,0.0,40
1310,0.0,1378
1311,0.0,1
1312,0.0,22
1313,0.0,176
1314,0.0,152
1315,0.0,41
1316,0.0,84
1317,0.0,17
1318,0.0,13
1319,0.0,11
1320,0.0,14
1321,0.0,20
1322,0.0,37
1323,0.0,1
1324,0.0,1
1325,0.0,41
1326,0.0,107
1327,0.0,59
1328,0.0,283
1329,0.0,103
1330,0.0,590
1331,0.0,701
1332,7.641250133514403,7502
1333,8.110645294189451,23500
1334,9.4375,5799
1335,9.819130897521973,12802
1336,5.837777614593506,5141
1337,18.530000686645508,3848
1338,10.652000427246094,7461
1339,0.0,19
1340,0.8000000119209291,452
1341,0.0,24
1342,0.0,24
1343,0.0,10
1344,0.0,6
1345,0.0,6
1346,0.0,502
1347,0.0,355
1348,0.0,197
1349,9.984999656677246,2595
1350,0.0,5625
1351,12.18000030517578,1959
1352,0.0,1425
1353,4.736842155456543,7286
1354,7.875669479370117,100439
1355,4.260624885559082,12153
1356,8.168499946594237,13451
1357,6.288125038146973,13120
1358,4.193333148956299,1226
1359,3.843636274337769,4586
1360,2.5199999809265137,4787
1361,0.14000000059604645,1283
1362,1.195862054824829,74574
1363,4.099999904632568,27505
1364,10.8725004196167,64077
1365,0.0,47659
1366,3.2462499141693115,49384
1367,0.0,8
1368,0.0,69
1369,0.0,3
1370,0.0,1
1371,0.0,2
1372,0.0,0
1373,0.0,0
1374,6.079999923706055,516
1375,6.769999980926514,948
1376,6.4977779388427725,2593
1377,12.734999656677244,1133
1378,0.0,255
1379,13.59000015258789,1434
1380,6.3499999046325675,1204
1381,0.0,0
1382,0.0,18
1383,0.0,0
1384,0.0,1
1385,0.0,1
1386,0.0,0
1387,0.0,0
1388,0.0,70
1389,0.0,208
1390,0.0,347
1391,1.2649999856948853,2578
1392,6.6775755882263175,34261
1393,5.888571262359619,6851
1394,9.0600004196167,3020
1395,4.2659997940063485,5678
1396,11.214166641235352,52989
1397,13.84000015258789,4657
1398,0.0,37
1399,0.0,121
1400,0.0,1
1401,2.1600000858306885,210
1402,0.0,0
1403,0.0,362
1404,0.0,207
1405,2.9200000762939453,195
1406,0.0,162
1407,0.0,388
1408,3.3483333587646484,3219
1409,0.0,77
1410,7.407045364379883,58488
1411,9.100523948669434,245558
1412,9.4037504196167,60672
1413,10.710338592529297,113818
1414,15.007906913757324,107286
1415,9.02368450164795,82401
1416,11.69111156463623,28404
1417,0.0,204
1418,0.0,433
1419,0.0,195
1420,0.0,0
1421,0.4900000095367432,151
1422,0.0,786
1423,0.0,735
1424,6.094399929046631,17409
1425,8.921304702758789,48829
